False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.058823529411764705,0.9999994
0.0,0.7647058823529411,0.98363346
0.125,0.7647058823529411,0.9724277
0.125,0.8235294117647058,0.96948415
0.375,0.8235294117647058,0.7650508
0.5,0.8235294117647058,0.08138817
0.5625,0.8235294117647058,0.066114515
0.5625,0.9411764705882353,0.023477891
0.625,0.9411764705882353,0.010584243
0.625,1.0,0.010084426
0.6875,1.0,0.0088528
0.8125,1.0,0.004110029
1.0,1.0,3.784321e-05
