False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,inf
0.0,0.058823529411764705,0.9999466
0.0,0.5882352941176471,0.98876965
0.0625,0.5882352941176471,0.98821473
0.0625,0.7647058823529411,0.606268
0.125,0.7647058823529411,0.5836398
0.125,0.8823529411764706,0.10823329
0.3125,0.8823529411764706,0.021849673
0.375,0.9411764705882353,0.016032772
0.75,0.9411764705882353,0.0016526781
0.875,0.9411764705882353,0.00036779616
1.0,0.9411764705882353,2.1817743e-05
1.0,1.0,4.8661623e-06
